MEGR3241_GPS_Logger_McLaren_Atlas_Compatible
time,GPSmph,GPStrack,GPSlat,GPSlong,GPSalt,GPSsats
12:47:40.984,nan,nan,0.0,0.0,nan,sats
12:47:41.087,0.053664,0.0,35.3026465,-80.718927,nan,sats
12:47:41.091,0.053664,0.0,35.3026465,-80.718927,204.5,sats
12:47:41.094,0.053664,0.0,35.3026465,-80.718927,204.5,sats
12:47:41.177,0.053664,0.0,35.3026465,-80.718927,204.5,sats
12:47:41.186,0.073788,143.1612,35.302647116,-80.718927234,203.856,sats
12:47:41.278,0.073788,143.1612,35.302647116,-80.718927234,203.856,sats
12:47:41.283,0.165464,324.4919,35.302647236,-80.7189274,203.75,sats
12:47:41.380,0.163228,0.0,35.302647333,-80.718927333,204.2,sats
12:47:41.484,0.017888,180.0,35.302647288,-80.718927367,203.656,sats
12:47:41.527,0.013416,15.7898,35.302647207,-80.718927243,203.565,sats
12:47:41.586,0.01118,0.0,35.302647167,-80.718927167,204.0,sats
12:47:41.676,0.017888,302.162,35.302647095,-80.718926992,203.461,sats
12:47:41.727,0.04472,9.3605,35.30264708,-80.718926906,203.325,sats
12:47:41.777,0.03354,0.0,35.302647,-80.718927,203.8,sats
12:47:41.873,0.017888,259.5297,35.302647221,-80.718926928,203.199,sats
12:47:41.917,0.071552,99.5525,35.302647324,-80.718926877,203.096,sats
12:47:41.981,0.073788,0.0,35.302647333,-80.718926833,203.6,sats
12:47:42.090,0.073788,245.4466,35.302647511,-80.71892708,202.946,sats
12:47:42.137,0.046956,308.7877,35.302647734,-80.718927211,202.825,sats
12:47:42.184,0.053664,0.0,35.302647667,-80.718927167,203.3,sats
12:47:42.278,0.07826,351.6713,35.302647979,-80.718927359,202.717,sats
12:47:42.283,0.07826,0.0,35.302648,-80.718927333,203.2,sats
12:47:42.380,0.0559,120.3129,35.302648128,-80.718927489,202.59,sats
12:47:42.427,0.01118,44.8235,35.302648271,-80.718927673,202.498,sats
12:47:42.485,0.01118,0.0,35.302648333,-80.718927667,203.0,sats
12:47:42.578,0.04472,244.2187,35.302648413,-80.718927857,202.407,sats
12:47:42.627,0.053664,321.8582,35.302648563,-80.718928149,202.314,sats
12:47:42.681,0.051428,0.0,35.3026485,-80.718928167,202.8,sats
12:47:42.778,0.01118,44.8235,35.302648668,-80.718928259,202.246,sats
12:47:42.827,0.006708,146.7277,35.302648772,-80.71892837,202.177,sats
12:47:42.883,0.006708,0.0,35.302648667,-80.718928333,202.7,sats
12:47:42.979,0.01118,44.8235,35.302648803,-80.718928481,202.103,sats
12:47:43.027,0.060372,123.049,35.302648805,-80.718928627,202.051,sats
12:47:43.094,0.064844,0.0,35.302648833,-80.7189285,202.5,sats
12:47:43.174,0.07826,310.2879,35.302648858,-80.718928755,201.991,sats
12:47:43.217,0.017888,180.0,35.302648852,-80.718928793,201.94,sats
12:47:43.274,0.017888,180.0,35.302648852,-80.718928793,201.94,sats
12:47:43.317,0.120744,132.6567,35.302648845,-80.71892883,201.889,sats
12:47:43.381,0.114036,0.0,35.302648833,-80.718928833,202.4,sats
12:47:43.478,0.116272,297.7139,35.302648883,-80.718928903,201.866,sats
12:47:43.527,0.042484,344.4196,35.302648907,-80.718929067,201.828,sats
12:47:43.586,0.04472,0.0,35.302648833,-80.718929,202.3,sats
12:47:43.677,0.038012,51.3432,35.302648944,-80.71892914,201.804,sats
12:47:43.727,0.035776,135.1718,35.302648908,-80.718929213,201.775,sats
12:47:43.781,0.046956,0.0,35.302648833,-80.718929167,202.3,sats
12:47:43.877,0.017888,302.162,35.302648902,-80.718929251,201.725,sats
12:47:43.927,0.02236,275.3949,35.302648961,-80.718929342,201.715,sats
12:47:43.977,0.024596,0.0,35.302648833,-80.718929333,202.2,sats
12:47:44.090,0.060372,132.6567,35.302648903,-80.718929397,201.672,sats
12:47:44.137,0.084968,271.9215,35.302648868,-80.71892947,201.643,sats
