MEGR3241_GPS_Logger_McLaren_Atlas_Compatible
time,GPSmph,GPStrack,GPSlat,GPSlong,GPSalt,GPSsats
22:55:08.664,nan,nan,0.0,0.0,nan,sats
22:55:08.668,0.058136,0.0,35.301613,-80.728229333,226.2,sats
22:55:08.672,0.058136,0.0,35.301613,-80.728229333,226.2,sats
22:55:08.770,0.07826,0.0,35.301613,-80.728229333,226.2,sats
22:55:08.774,0.07826,0.0,35.301613,-80.728229333,226.2,sats
22:55:08.872,0.031304,0.0,35.301613167,-80.728229167,226.2,sats
22:55:08.876,0.031304,0.0,35.301613167,-80.728229167,226.2,sats
22:55:08.973,0.129688,0.0,35.301613333,-80.728229,226.2,sats
22:55:08.977,0.129688,0.0,35.301613333,-80.728229,226.2,sats
22:55:09.070,0.160992,0.0,35.301613333,-80.728228667,226.2,sats
22:55:09.075,0.160992,0.0,35.301613333,-80.728228667,226.2,sats
22:55:09.170,0.196768,0.0,35.3016135,-80.7282285,226.2,sats
22:55:09.175,0.196768,0.0,35.3016135,-80.7282285,226.2,sats
22:55:09.286,0.172172,223.3341,35.301613547,-80.728228466,225.652,sats
22:55:09.288,0.176644,0.0,35.3016135,-80.7282285,226.1,sats
22:55:09.331,0.319748,242.3344,35.301613599,-80.728228448,225.644,sats
22:55:09.373,0.321984,0.0,35.301613667,-80.728228333,226.1,sats
22:55:09.421,0.337636,240.1832,35.301613599,-80.728228448,225.644,sats
22:55:09.473,0.34658,323.23,35.301613667,-80.7282285,226.1,sats
22:55:09.521,0.295152,245.6783,35.301613659,-80.728228539,225.635,sats
22:55:09.573,0.292916,0.0,35.301613667,-80.7282285,226.1,sats
22:55:09.621,0.373412,265.3087,35.301613718,-80.728228629,225.625,sats
22:55:09.673,0.375648,293.85,35.301613667,-80.728228667,226.1,sats
22:55:09.721,0.140868,216.8763,35.301613834,-80.728228342,225.59,sats
22:55:09.776,0.136396,0.0,35.301613833,-80.728228333,226.1,sats
22:55:09.821,0.158756,251.178,35.301613813,-80.728228485,225.61,sats
22:55:09.872,0.149812,0.0,35.301613833,-80.7282285,226.1,sats
22:55:09.921,0.114036,228.0237,35.301613821,-80.728228594,225.609,sats
22:55:09.969,0.116272,0.0,35.301613833,-80.7282285,226.1,sats
22:55:10.011,0.060372,356.5776,35.301613916,-80.72822845,225.594,sats
22:55:10.073,0.0559,0.0,35.301613833,-80.7282285,226.1,sats
22:55:10.121,0.194532,39.7319,35.301614082,-80.728228144,225.551,sats
22:55:10.176,0.183352,0.0,35.301614167,-80.728228167,226.0,sats
22:55:10.221,0.120744,137.5354,35.301614103,-80.728228001,225.53,sats
22:55:10.295,0.120744,0.0,35.301614167,-80.728228,226.0,sats
22:55:10.299,0.120744,0.0,35.301614167,-80.728228,226.0,sats
22:55:10.474,0.082732,0.0,35.301614333,-80.728227833,226.0,sats
22:55:10.477,0.082732,0.0,35.301614333,-80.728227833,226.0,sats
22:55:10.575,0.12298,0.0,35.301614333,-80.728227667,226.0,sats
22:55:10.578,0.12298,0.0,35.301614333,-80.728227667,226.0,sats
22:55:10.675,0.131924,0.0,35.3016145,-80.7282275,225.9,sats
22:55:10.678,0.131924,0.0,35.3016145,-80.7282275,225.9,sats
22:55:10.775,0.049192,0.0,35.301614667,-80.728227167,225.9,sats
22:55:10.778,0.049192,0.0,35.301614667,-80.728227167,225.9,sats
22:55:10.875,0.149812,0.0,35.301614667,-80.728227167,225.9,sats
22:55:10.878,0.149812,0.0,35.301614667,-80.728227167,225.9,sats
22:55:10.973,0.13416,0.0,35.301614833,-80.728227,225.9,sats
22:55:10.977,0.13416,0.0,35.301614833,-80.728227,225.9,sats
22:55:11.076,0.069316,0.0,35.301614833,-80.728227,225.8,sats
22:55:11.079,0.069316,0.0,35.301614833,-80.728227,225.8,sats
22:55:11.176,0.232544,0.0,35.301615167,-80.728226667,225.8,sats
22:55:11.179,0.232544,0.0,35.301615167,-80.728226667,225.8,sats
22:55:11.285,0.214656,0.0,35.301615333,-80.728226333,225.8,sats
22:55:11.288,0.214656,0.0,35.301615333,-80.728226333,225.8,sats
22:55:11.370,0.062608,270.6862,35.301615356,-80.728226439,225.247,sats
22:55:11.373,0.06708,0.0,35.301615333,-80.7282265,225.7,sats
22:55:11.375,0.183352,66.6426,35.30161561,-80.728226043,225.225,sats
22:55:11.476,0.187824,0.0,35.301615667,-80.728226167,225.7,sats
22:55:11.478,0.15652,68.8608,35.301615806,-80.728225702,225.16,sats
22:55:11.574,0.149812,0.0,35.301615833,-80.728225667,225.6,sats
22:55:11.578,0.073788,143.1588,35.301616003,-80.728225523,225.129,sats
22:55:11.676,0.069316,0.0,35.301616,-80.7282255,225.6,sats
22:55:11.679,0.143104,349.4982,35.301616273,-80.728225182,225.069,sats
22:55:11.775,0.136396,0.0,35.301616333,-80.728225167,225.6,sats
22:55:11.777,0.125216,88.1157,35.301616534,-80.728224732,225.011,sats
22:55:11.878,0.114036,0.0,35.3016165,-80.728224833,225.5,sats
22:55:11.880,0.102856,73.1912,35.30161668,-80.72822457,224.988,sats
22:55:11.976,0.098384,0.0,35.301616667,-80.7282245,225.5,sats
22:55:11.979,0.062608,31.1345,35.301616885,-80.7282245,224.956,sats
22:55:12.075,0.064844,0.0,35.301616833,-80.7282245,225.4,sats
22:55:12.077,0.042484,175.0966,35.30161706,-80.728224302,224.911,sats
22:55:12.176,0.051428,0.0,35.301617,-80.728224333,225.4,sats
22:55:12.178,0.06708,259.7238,35.301617155,-80.728224159,224.896,sats
22:55:12.290,0.0559,0.0,35.301617167,-80.728224167,225.4,sats
22:55:12.293,0.084968,357.2394,35.301617394,-80.728223691,224.824,sats
22:55:12.375,0.082732,0.0,35.3016175,-80.728223667,225.3,sats
22:55:12.379,0.082732,0.0,35.3016175,-80.728223667,225.3,sats
22:55:12.474,0.10062,0.0,35.3016175,-80.7282235,225.3,sats
22:55:12.477,0.10062,0.0,35.3016175,-80.7282235,225.3,sats
22:55:12.574,0.116272,0.0,35.301617833,-80.728223167,225.2,sats
22:55:12.577,0.116272,0.0,35.301617833,-80.728223167,225.2,sats
22:55:12.670,0.076024,0.0,35.301617833,-80.728223167,225.2,sats
22:55:12.673,0.076024,0.0,35.301617833,-80.728223167,225.2,sats
22:55:12.769,0.129688,0.0,35.301618,-80.728222833,225.2,sats
22:55:12.772,0.129688,0.0,35.301618,-80.728222833,225.2,sats
22:55:12.874,0.129688,0.0,35.301618167,-80.728222833,225.1,sats
22:55:12.877,0.129688,0.0,35.301618167,-80.728222833,225.1,sats
22:55:12.976,0.064844,0.0,35.3016185,-80.7282225,225.1,sats
22:55:12.979,0.064844,0.0,35.3016185,-80.7282225,225.1,sats
22:55:13.075,0.08944,0.0,35.301618667,-80.728222333,225.1,sats
22:55:13.078,0.08944,0.0,35.301618667,-80.728222333,225.1,sats
22:55:13.175,0.1677,0.0,35.301618833,-80.728222,225.0,sats
22:55:13.178,0.1677,0.0,35.301618833,-80.728222,225.0,sats
22:55:13.286,0.08944,0.0,35.301618833,-80.728222167,225.0,sats
22:55:13.289,0.08944,0.0,35.301618833,-80.728222167,225.0,sats
22:55:13.373,0.152048,46.3888,35.301619106,-80.728221663,224.487,sats
22:55:13.375,0.149812,0.0,35.301619167,-80.728221667,225.0,sats
22:55:13.378,0.07826,79.8669,35.301619209,-80.728221628,224.471,sats
22:55:13.473,0.07826,0.0,35.301619167,-80.728221667,225.0,sats
22:55:13.476,0.118508,106.6859,35.301619269,-80.728221718,224.461,sats
22:55:13.573,0.12298,0.0,35.301619333,-80.728221667,224.9,sats
22:55:13.576,0.154284,32.8334,35.301619415,-80.728221557,224.438,sats
22:55:13.673,0.15652,0.0,35.3016195,-80.7282215,224.9,sats
22:55:13.676,0.046956,308.7774,35.301619547,-80.728221486,224.4,sats
22:55:13.773,0.038012,0.0,35.3016195,-80.7282215,224.9,sats
22:55:13.776,0.187824,196.9671,35.301619619,-80.728221324,224.372,sats
22:55:13.876,0.17888,0.0,35.301619667,-80.728221333,224.9,sats
22:55:13.878,0.038012,259.525,35.301619794,-80.728221127,224.327,sats
22:55:13.976,0.031304,0.0,35.301619833,-80.728221167,224.8,sats
22:55:13.978,0.107328,272.6357,35.301619824,-80.728221092,224.305,sats
22:55:14.070,0.098384,0.0,35.301619833,-80.728221,224.8,sats
22:55:14.072,0.08944,132.6533,35.30161991,-80.728220839,224.292,sats
22:55:14.170,0.08944,0.0,35.301619833,-80.728220833,224.8,sats
22:55:14.174,0.082732,280.8818,35.301620042,-80.728220768,224.254,sats
22:55:14.300,0.073788,0.0,35.30162,-80.728220833,224.7,sats
22:55:14.302,0.024596,308.7774,35.301620101,-80.728220859,224.244,sats
22:55:14.476,0.026832,0.0,35.301620167,-80.728220833,224.7,sats
22:55:14.478,0.026832,0.0,35.301620167,-80.728220833,224.7,sats
22:55:14.573,0.049192,0.0,35.301620167,-80.728220667,224.7,sats
22:55:14.575,0.049192,0.0,35.301620167,-80.728220667,224.7,sats
22:55:14.673,0.091676,0.0,35.301620333,-80.728220667,224.7,sats
22:55:14.677,0.091676,0.0,35.301620333,-80.728220667,224.7,sats
22:55:14.773,0.040248,0.0,35.3016205,-80.7282205,224.6,sats
22:55:14.777,0.040248,0.0,35.3016205,-80.7282205,224.6,sats
22:55:14.873,0.06708,0.0,35.3016205,-80.7282205,224.6,sats
22:55:14.876,0.06708,0.0,35.3016205,-80.7282205,224.6,sats
22:55:14.972,0.107328,0.0,35.301620667,-80.728220333,224.6,sats
22:55:14.975,0.107328,0.0,35.301620667,-80.728220333,224.6,sats
22:55:15.073,0.1118,0.0,35.301620667,-80.72822,224.6,sats
