MEGR3241_GPS_Logger_McLaren_Atlas_Compatible
time,GPSmph,GPStrack,GPSlat,GPSlong,GPSalt,GPSsats
12:47:07.930,nan,nan,0.0,0.0,nan,sats
12:47:08.021,3.101332,0.0,35.309527,-80.734601667,nan,sats
12:47:08.023,3.101332,0.0,35.309527,-80.734601667,211.4,sats
12:47:08.027,3.101332,0.0,35.309527,-80.734601667,211.4,sats
12:47:08.125,3.582072,279.4245,35.309521713,-80.734608522,209.171,sats
12:47:08.128,3.570892,0.0,35.309521667,-80.7346085,209.7,sats
12:47:08.223,4.167904,280.8286,35.30952337,-80.734614884,208.167,sats
12:47:08.226,4.463056,278.392,35.309521764,-80.734619306,207.104,sats
12:47:08.325,4.463056,0.0,35.309521833,-80.734619333,207.6,sats
12:47:08.420,4.6956,275.0086,35.309519031,-80.734623563,205.992,sats
12:47:08.467,4.899076,271.557,35.309515848,-80.734627728,204.934,sats
12:47:08.519,4.903548,311.4,35.309515833,-80.734627667,205.4,sats
12:47:08.618,4.8074,269.6805,35.309514507,-80.734627941,204.365,sats
12:47:08.621,4.6956,268.5195,35.309513124,-80.734627627,203.89,sats
12:47:08.722,4.6956,279.26,35.309513167,-80.734627667,204.4,sats
12:47:08.819,4.709016,272.1237,35.309516159,-80.73462842,203.605,sats
12:47:08.823,4.823052,274.0845,35.309517376,-80.734630715,203.137,sats
12:47:08.923,4.823052,274.87,35.309517333,-80.734630667,203.6,sats
12:47:09.020,4.894604,273.0074,35.309515925,-80.734633154,202.482,sats
12:47:09.024,4.887896,270.1643,35.309512552,-80.734635338,201.73,sats
12:47:09.121,4.887896,270.1643,35.309512552,-80.734635338,201.73,sats
12:47:09.124,4.890132,267.2536,35.309509119,-80.734637593,201.022,sats
12:47:09.222,4.887896,269.54,35.309509167,-80.734637667,201.5,sats
12:47:09.320,4.999696,263.9891,35.309504757,-80.734640989,200.183,sats
12:47:09.324,5.279196,265.001,35.309503937,-80.734646431,199.498,sats
12:47:09.423,5.27696,265.75,35.309503833,-80.734646333,200.0,sats
12:47:09.521,5.7577,266.0567,35.309502254,-80.734654536,198.585,sats
12:47:09.525,5.90304,267.1288,35.30950206,-80.734658421,198.028,sats
12:47:09.624,5.900804,266.55,35.309502,-80.734658333,198.5,sats
12:47:09.719,5.956704,266.5979,35.309500363,-80.734661365,197.394,sats
12:47:09.723,6.057324,264.3245,35.309496574,-80.734665505,196.499,sats
12:47:09.821,6.064032,265.43,35.309496667,-80.7346655,197.0,sats
12:47:09.916,6.276452,263.2883,35.3094934,-80.734670785,195.595,sats
12:47:09.920,6.341296,262.3322,35.309491153,-80.734674617,194.84,sats
12:47:10.023,6.33906,263.29,35.309491167,-80.7346745,195.3,sats
12:47:10.122,6.27198,261.8159,35.309489971,-80.734676093,194.385,sats
12:47:10.126,6.267508,262.52,35.30949,-80.734676167,194.9,sats
12:47:10.220,6.117696,260.1332,35.309487816,-80.734676698,193.944,sats
12:47:10.225,5.94776,256.8044,35.309484009,-80.734676884,193.467,sats
12:47:10.323,5.941052,259.05,35.309484,-80.734677,194.0,sats
12:47:10.420,5.777824,253.6256,35.309480299,-80.734677072,192.924,sats
12:47:10.424,5.85832,251.7065,35.309476015,-80.734680284,192.194,sats
12:47:10.522,5.849376,253.93,35.309476,-80.734680333,192.7,sats
12:47:10.621,6.032728,252.0539,35.309473601,-80.734685252,191.517,sats
12:47:10.625,6.4285,253.872,35.309471054,-80.734693082,190.653,sats
12:47:10.723,6.426264,253.38,35.309471,-80.734693,191.1,sats
12:47:10.818,6.457568,254.9102,35.309470244,-80.734696688,190.312,sats
12:47:10.822,6.421792,255.8993,35.30947,-80.734699461,190.056,sats
12:47:10.921,6.415084,254.99,35.30947,-80.7346995,190.5,sats
12:47:11.019,6.493344,260.112,35.309472914,-80.734703248,189.981,sats
12:47:11.023,6.78626,261.9136,35.309472236,-80.734709913,189.533,sats
12:47:11.121,6.78626,261.9136,35.309472236,-80.734709913,189.533,sats
12:47:11.124,6.8757,264.1314,35.309473319,-80.734713824,189.398,sats
12:47:11.221,6.871228,261.95,35.309473333,-80.734713833,189.9,sats
12:47:11.317,7.13284,267.5464,35.309475267,-80.734719656,189.197,sats
12:47:11.320,7.398924,269.3702,35.309475396,-80.734726012,188.831,sats
12:47:11.423,7.396688,267.14,35.309475333,-80.734726,189.3,sats
12:47:11.521,7.682896,269.9624,35.309474216,-80.734733255,188.358,sats
12:47:11.525,8.1614,270.7213,35.30947288,-80.734742526,187.737,sats
12:47:11.622,8.163636,269.68,35.309472833,-80.7347425,188.2,sats
12:47:11.721,8.722636,269.8064,35.309468814,-80.734754003,186.886,sats
12:47:11.724,9.250332,269.9797,35.309466051,-80.734764793,186.125,sats
12:47:11.823,9.250332,269.83,35.309466,-80.734764833,186.6,sats
12:47:11.918,9.753432,268.449,35.309460043,-80.734776959,185.059,sats
12:47:11.922,9.896536,267.7619,35.309457449,-80.734783985,184.479,sats
12:47:12.023,9.896536,268.41,35.309457333,-80.734784,185.0,sats
12:47:12.119,9.979268,268.1111,35.309456756,-80.734789779,184.12,sats
12:47:12.123,9.988212,268.26,35.309456667,-80.734789833,184.6,sats
12:47:12.220,9.847344,268.0131,35.309456203,-80.734792658,183.913,sats
12:47:12.223,10.142496,267.4296,35.309452302,-80.734802199,183.123,sats
12:47:12.323,10.144732,267.76,35.309452333,-80.734802167,183.6,sats
12:47:12.420,10.082124,267.0986,35.309450743,-80.734806727,182.744,sats
12:47:12.425,10.316904,267.6671,35.309449827,-80.734814512,182.282,sats
12:47:12.523,10.310196,267.55,35.309449833,-80.7348145,182.8,sats
12:47:12.616,10.659012,268.2547,35.309448561,-80.734824305,181.719,sats
12:47:12.620,11.095032,268.6041,35.309446237,-80.734835619,181.045,sats
12:47:12.719,11.092796,268.29,35.309446167,-80.7348355,181.5,sats
12:47:12.820,11.343228,268.4092,35.309443634,-80.73484485,180.449,sats
12:47:12.824,11.419252,267.9567,35.309441141,-80.734851709,179.992,sats
12:47:12.923,11.412544,268.17,35.309441167,-80.734851667,180.5,sats
12:47:13.019,11.450556,267.571,35.309438797,-80.734858061,179.581,sats
12:47:13.023,11.472916,267.5861,35.309437876,-80.734863908,179.24,sats
12:47:13.121,11.472916,267.5861,35.309437876,-80.734863908,179.24,sats
12:47:13.124,11.501984,267.2659,35.309435538,-80.734870045,178.759,sats
12:47:13.222,11.49304,267.48,35.3094355,-80.73487,179.2,sats
12:47:13.320,11.59366,266.9675,35.309432714,-80.734877631,178.163,sats
12:47:13.324,11.611548,266.3322,35.309429773,-80.734883874,177.707,sats
12:47:13.423,11.60484,266.74,35.309429833,-80.734884,178.2,sats
12:47:13.520,11.725584,266.3563,35.309427988,-80.734891746,177.312,sats
12:47:13.524,11.7949,266.3463,35.309426751,-80.734898406,176.969,sats
12:47:13.623,11.792664,266.45,35.309426667,-80.734898333,177.5,sats
12:47:13.720,11.893284,266.0022,35.309423796,-80.734906224,176.446,sats
12:47:13.724,12.038624,265.6402,35.309420527,-80.734915001,175.868,sats
12:47:13.824,12.045332,265.9,35.3094205,-80.734915,176.4,sats
12:47:13.919,12.087816,265.5305,35.309419103,-80.734921426,175.503,sats
12:47:13.922,12.15266,265.5842,35.309417849,-80.734928522,175.076,sats
12:47:14.020,12.145952,265.63,35.309417833,-80.7349285,175.6,sats
12:47:14.117,12.217504,265.5249,35.309416097,-80.734935982,174.555,sats
12:47:14.121,12.217504,265.58,35.309416167,-80.734936,175.0,sats
12:47:14.219,12.349428,266.2433,35.309416662,-80.734944022,174.155,sats
12:47:14.224,12.43216,266.7278,35.30941731,-80.734951025,173.967,sats
12:47:14.323,12.418744,266.34,35.309417333,-80.734951,174.5,sats
12:47:14.419,12.42098,267.4579,35.309419191,-80.734956181,173.984,sats
12:47:14.423,12.429924,268.0082,35.309420385,-80.734961649,173.779,sats
12:47:14.523,12.42098,267.45,35.309420333,-80.734961667,174.3,sats
12:47:14.624,12.28682,268.5565,35.309422171,-80.734964442,173.621,sats
12:47:14.628,12.246572,268.3872,35.309421345,-80.734969492,173.352,sats
12:47:14.726,12.2421,268.23,35.309421333,-80.7349695,173.8,sats
12:47:14.821,12.1862,268.2897,35.30942036,-80.734974125,173.091,sats
12:47:14.826,12.014028,268.0379,35.309419429,-80.73497675,172.908,sats
12:47:14.925,12.002848,268.13,35.309419333,-80.734976833,173.4,sats
12:47:15.019,11.897756,267.4223,35.309417232,-80.734980803,172.612,sats
12:47:15.023,11.949184,267.0418,35.309414525,-80.734988439,172.137,sats
12:47:15.123,11.949184,267.0418,35.309414525,-80.734988439,172.137,sats
12:47:15.126,12.10794,267.0889,35.309413007,-80.734997976,171.683,sats
12:47:15.225,12.112412,267.26,35.309413,-80.734998,172.2,sats
12:47:15.322,12.139244,267.6678,35.309414199,-80.735004113,171.478,sats
12:47:15.325,12.148188,268.4886,35.309416622,-80.735009726,171.393,sats
12:47:15.422,12.14148,268.01,35.309416667,-80.735009833,171.9,sats
12:47:15.522,12.125828,268.5623,35.309416121,-80.735015717,171.108,sats
12:47:15.526,12.098996,268.6097,35.309415144,-80.735021765,170.673,sats
12:47:15.625,12.10794,268.45,35.309415167,-80.735021667,171.2,sats
12:47:15.721,12.168312,268.2172,35.309411845,-80.735030386,169.909,sats
12:47:15.725,12.262224,267.7838,35.309408395,-80.735039382,169.239,sats
12:47:15.825,12.268932,268.04,35.309408333,-80.735039333,169.7,sats
12:47:15.920,12.295764,267.425,35.309405729,-80.735046746,168.809,sats
12:47:15.924,12.30918,268.007,35.309406802,-80.735052717,168.71,sats
12:47:16.025,12.30918,267.85,35.309406833,-80.735052667,169.2,sats
12:47:16.121,12.21974,267.9536,35.309406081,-80.735057209,168.373,sats
12:47:16.125,12.226448,267.91,35.309406167,-80.735057167,168.9,sats
12:47:16.223,12.067692,267.7717,35.309405039,-80.735060398,168.034,sats
12:47:16.226,11.92906,268.0979,35.309406244,-80.735063154,167.88,sats
12:47:16.325,11.935768,267.96,35.309406167,-80.735063167,168.4,sats
12:47:16.420,11.868688,269.2222,35.309410678,-80.735066793,168.051,sats
12:47:16.424,11.886576,269.9985,35.309413216,-80.735072133,168.017,sats
12:47:16.526,11.886576,269.3,35.309413167,-80.735072167,168.5,sats
12:47:16.623,11.915644,269.9736,35.309412663,-80.735078987,167.861,sats
12:47:16.627,11.926824,269.6144,35.309410447,-80.735085822,167.637,sats
12:47:16.722,11.91788,269.64,35.3094105,-80.735085833,168.1,sats
12:47:16.818,11.908936,269.3669,35.309408628,-80.735092444,167.299,sats
12:47:16.821,11.846328,269.0069,35.309406596,-80.735097514,166.873,sats
12:47:16.924,11.846328,269.26,35.3094065,-80.7350975,167.4,sats
12:47:17.024,12.002848,267.9036,35.309399638,-80.735109196,166.164,sats
12:47:17.027,12.25328,266.0179,35.30938887,-80.73512328,165.273,sats
12:47:17.121,12.25328,266.0179,35.30938887,-80.73512328,165.273,sats
12:47:17.125,12.505948,264.5419,35.309379001,-80.735137595,164.535,sats
12:47:17.223,12.51042,265.75,35.309379,-80.7351375,165.0,sats
12:47:17.320,12.528308,264.561,35.30937808,-80.735144273,164.229,sats
12:47:17.325,12.501476,264.7916,35.309378185,-80.735149812,163.988,sats
12:47:17.423,12.492532,264.96,35.309378167,-80.735149833,164.5,sats
12:47:17.519,12.416508,265.242,35.309379844,-80.735153783,163.711,sats
12:47:17.524,12.414272,265.3259,35.309379293,-80.735159938,163.382,sats
12:47:17.623,12.403092,265.25,35.309379333,-80.73516,163.9,sats
12:47:17.720,12.490296,264.9885,35.309375637,-80.735169021,162.83,sats
12:47:17.724,12.42098,265.1008,35.309375609,-80.735173816,162.679,sats
12:47:17.822,12.429924,265.09,35.309375667,-80.735173833,163.2,sats
12:47:17.919,12.347192,265.3564,35.309376093,-80.735178126,162.465,sats
12:47:17.923,12.302472,265.4051,35.309375768,-80.735183267,162.221,sats
12:47:18.023,12.311416,265.31,35.309375833,-80.735183167,162.7,sats
12:47:18.118,12.233156,265.5215,35.309375451,-80.735187685,161.942,sats
12:47:18.123,12.237628,265.42,35.3093755,-80.735187667,162.4,sats
12:47:18.217,12.172784,265.211,35.30937316,-80.735192682,161.523,sats
12:47:18.221,12.128064,265.2599,35.309372315,-80.735198022,161.222,sats
12:47:18.324,12.121356,265.28,35.309372333,-80.735198,161.7,sats
12:47:18.418,12.05204,265.6091,35.309372954,-80.735202441,161.019,sats
12:47:18.423,12.110176,265.3821,35.309370432,-80.735210358,160.825,sats
